,Variable1,Variable2,Correlation
9671,h_18_24_conteo_personas_300m,LISTA_40_44_MUJERES_300m,0.821664488294916
26665,flo_sem_c_300m,flo_ocu_300m,0.8209749244946776
10890,m_3_5_conteo_personas_300m,LISTA_30_34_HOMBRES_300m,0.820923969432161
8647,h_0_2_conteo_personas_300m,LISTA_30_34_MUJERES_300m,0.8208254165768128
35673,autos_hora_20,autos_hora_23,0.8207716824357062
11086,m_6_11_conteo_personas_300m,LISTA_18_HOMBRES_300m,0.8205505418572526
17635,LISTA_50_54_HOMBRES_300m,LISTA_60_64_MUJERES_300m,0.8204935660833399
11282,m_12_14_conteo_personas_300m,modelos_una_persona_conteo_hogares_300m,0.8204666986742667
32804,autos_hora_6,autos_hora_10,0.8203689011724897
31177,autos_promedio,autos_hora_15,0.8202407496920749
31392,velocidad_promedio,velocidad_hora_2,0.820174889071864
9670,h_18_24_conteo_personas_300m,LISTA_40_44_HOMBRES_300m,0.8198264612201294
17429,LISTA_45_49_MUJERES_300m,LISTA_55_59_MUJERES_300m,0.8196638666824112
27484,flo_sem_dmas_300m,flo_sem_15a29_300m,0.819655761083854
9265,h_12_14_conteo_personas_300m,LISTA_45_49_MUJERES_300m,0.8194625497437558
10887,m_3_5_conteo_personas_300m,LISTA_20_24_MUJERES_300m,0.8194263284975924
9246,h_12_14_conteo_personas_300m,modelos_hog_no_fam_conteo_hogares_300m,0.8193856614495333
9859,h_25_29_conteo_personas_300m,PADRON_HOMBRES_300m,0.8193031367641804
31167,autos_promedio,autos_hora_5,0.8191113584251816
9886,h_25_29_conteo_personas_300m,LISTA_HOMBRES_300m,0.818830542740305
27890,flo_finde_tot_300m,flo_otros_300m,0.8187689028930353
29119,flo_finde_dmas_300m,flo_sem_65amas_300m,0.818651162206594
27482,flo_sem_dmas_300m,flo_otros_300m,0.8183597283698393
8643,h_0_2_conteo_personas_300m,LISTA_20_24_MUJERES_300m,0.8182887878319893
14564,LISTA_18_MUJERES_300m,LISTA_35_39_HOMBRES_300m,0.8181472555437141
11910,m_25_29_conteo_personas_300m,LISTA_30_34_HOMBRES_300m,0.8179252844457139
12923,modelos_dos_personas_conteo_hogares_300m,LISTA_18_MUJERES_300m,0.817897900961886
8850,h_3_5_conteo_personas_300m,LISTA_30_34_HOMBRES_300m,0.8177531209590415
35057,autos_hora_17,autos_hora_19,0.8177460602624416
9866,h_25_29_conteo_personas_300m,LISTA_20_24_HOMBRES_300m,0.8177089482779915
15595,LISTA_25_29_HOMBRES_300m,LISTA_60_64_MUJERES_300m,0.8172939391059052
10681,m_0_2_conteo_personas_300m,LISTA_19_MUJERES_300m,0.8172490116148008
10687,m_0_2_conteo_personas_300m,LISTA_30_34_MUJERES_300m,0.8172094813647355
14789,LISTA_19_HOMBRES_300m,pensionados_conteo_personas_300m,0.8169577394077148
10689,m_0_2_conteo_personas_300m,LISTA_35_39_MUJERES_300m,0.8169360353350689
18248,LISTA_55_59_MUJERES_300m,LISTA_65_Y_MAS_HOMBRES_300m,0.8169149157888895
10259,h_50_59_conteo_personas_300m,m_30_49_conteo_personas_300m,0.8167583561885152
12941,modelos_dos_personas_conteo_hogares_300m,LISTA_55_59_MUJERES_300m,0.8167221501524444
12940,modelos_dos_personas_conteo_hogares_300m,LISTA_55_59_HOMBRES_300m,0.8165633246363574
8640,h_0_2_conteo_personas_300m,LISTA_19_HOMBRES_300m,0.8165130828151621
9046,h_6_11_conteo_personas_300m,LISTA_18_HOMBRES_300m,0.8161541406049664
35468,autos_hora_19,autos_hora_22,0.8160534530014435
8835,h_3_5_conteo_personas_300m,modelos_dos_personas_conteo_hogares_300m,0.8160018853972394
27283,flo_sem_d_300m,flo_sem_65amas_300m,0.8158670671188522
10886,m_3_5_conteo_personas_300m,LISTA_20_24_HOMBRES_300m,0.8157988200215189
28300,flo_finde_c_300m,flo_sem_15a29_300m,0.8153271854027334
14570,LISTA_18_MUJERES_300m,LISTA_50_54_HOMBRES_300m,0.8153023655316773
19893,desocupados_conteo_personas_300m,pnea_conteo_personas_300m,0.815262442356682
9257,h_12_14_conteo_personas_300m,LISTA_25_29_MUJERES_300m,0.8151946945998777
11903,m_25_29_conteo_personas_300m,LISTA_18_MUJERES_300m,0.8148609756190122
26653,flo_sem_c_300m,flo_sem_d_300m,0.8148232582649167
11093,m_6_11_conteo_personas_300m,LISTA_25_29_MUJERES_300m,0.8147473999702491
31777,autos_hora_1,autos_hora_3,0.8146538943476235
9865,h_25_29_conteo_personas_300m,LISTA_19_MUJERES_300m,0.8146436842534203
18863,LISTA_65_Y_MAS_HOMBRES_300m,LISTA_MUJERES_300m,0.8144524686486034
11078,m_6_11_conteo_personas_300m,modelos_una_persona_conteo_hogares_300m,0.8143767302445927
8642,h_0_2_conteo_personas_300m,LISTA_20_24_HOMBRES_300m,0.8142054260436119
27069,flo_sem_cmen_300m,flo_finde_d_300m,0.8141954442164703
13964,PADRON_MUJERES_300m,LISTA_65_Y_MAS_HOMBRES_300m,0.8140748020796981
11286,m_12_14_conteo_personas_300m,modelos_hog_no_fam_conteo_hogares_300m,0.8138911993066809
19892,desocupados_conteo_personas_300m,pea_conteo_personas_300m,0.8138556249681874
18461,LISTA_60_64_HOMBRES_300m,pensionados_conteo_personas_300m,0.8138117147463089
9861,h_25_29_conteo_personas_300m,PADRON_300m,0.8135910642327645
16613,LISTA_35_39_MUJERES_300m,LISTA_55_59_MUJERES_300m,0.8131523996629008
9888,h_25_29_conteo_personas_300m,LISTA_300m,0.8131244844941816
11304,m_12_14_conteo_personas_300m,LISTA_45_49_HOMBRES_300m,0.8129478091395864
11087,m_6_11_conteo_personas_300m,LISTA_18_MUJERES_300m,0.8129184982618537
9247,h_12_14_conteo_personas_300m,PADRON_HOMBRES_300m,0.8128693073274541
9256,h_12_14_conteo_personas_300m,LISTA_25_29_HOMBRES_300m,0.8128404890665974
10286,h_50_59_conteo_personas_300m,LISTA_50_54_HOMBRES_300m,0.812757978323676
18665,LISTA_60_64_MUJERES_300m,pensionados_conteo_personas_300m,0.8126164139061056
16410,LISTA_35_39_HOMBRES_300m,LISTA_60_64_HOMBRES_300m,0.8126071766405772
9867,h_25_29_conteo_personas_300m,LISTA_20_24_MUJERES_300m,0.8123522157096921
28507,flo_finde_cmas_300m,flo_sem_65amas_300m,0.812328696914378
9274,h_12_14_conteo_personas_300m,LISTA_HOMBRES_300m,0.8122577793691722
14993,LISTA_19_MUJERES_300m,pensionados_conteo_personas_300m,0.812043120716509
9053,h_6_11_conteo_personas_300m,LISTA_25_29_MUJERES_300m,0.8120288456818818
31592,autos_hora_0,autos_hora_22,0.8120182082445567
34853,autos_hora_16,autos_hora_19,0.8116832959484584
8648,h_0_2_conteo_personas_300m,LISTA_35_39_HOMBRES_300m,0.8114010136732199
11305,m_12_14_conteo_personas_300m,LISTA_45_49_MUJERES_300m,0.8113407192341178
10683,m_0_2_conteo_personas_300m,LISTA_20_24_MUJERES_300m,0.8112888534541435
10499,h_60_mas_conteo_personas_300m,LISTA_MUJERES_300m,0.8112431423920689
10472,h_60_mas_conteo_personas_300m,PADRON_MUJERES_300m,0.8112383898884897
34441,autos_hora_14,autos_hora_15,0.8109416926478648
10875,m_3_5_conteo_personas_300m,modelos_dos_personas_conteo_hogares_300m,0.8108536571703764
14359,LISTA_18_HOMBRES_300m,LISTA_30_34_MUJERES_300m,0.8106213665338576
27270,flo_sem_d_300m,flo_finde_c_300m,0.8105256685538547
29933,flo_otros_300m,flo_sem_30a44_300m,0.8101253225667332
18056,LISTA_55_59_HOMBRES_300m,pea_conteo_personas_300m,0.8099023714630816
9038,h_6_11_conteo_personas_300m,modelos_una_persona_conteo_hogares_300m,0.809653174157217
11092,m_6_11_conteo_personas_300m,LISTA_25_29_HOMBRES_300m,0.8096259586652184
10275,h_50_59_conteo_personas_300m,LISTA_20_24_MUJERES_300m,0.8095675116614465
18050,LISTA_55_59_HOMBRES_300m,ocupados_conteo_personas_300m,0.8091943891085267
9047,h_6_11_conteo_personas_300m,LISTA_18_MUJERES_300m,0.8091558580276145
18044,LISTA_55_59_HOMBRES_300m,LISTA_65_Y_MAS_HOMBRES_300m,0.8091372615469326
18078,LISTA_55_59_HOMBRES_300m,viviendas_300m,0.8088928267391822
18054,LISTA_55_59_HOMBRES_300m,asalariados_conteo_personas_300m,0.808876888201247
11502,m_15_17_conteo_personas_300m,LISTA_30_34_HOMBRES_300m,0.808711833630133
18079,LISTA_55_59_HOMBRES_300m,POBTOT_300m,0.8086830888970227
11297,m_12_14_conteo_personas_300m,LISTA_25_29_MUJERES_300m,0.8085189913957872
35059,autos_hora_17,autos_hora_21,0.8084545984703223
11899,m_25_29_conteo_personas_300m,PADRON_HOMBRES_300m,0.8082582359347278
18051,LISTA_55_59_HOMBRES_300m,estudiantes_conteo_personas_300m,0.808230961334769
11082,m_6_11_conteo_personas_300m,modelos_hog_no_fam_conteo_hogares_300m,0.8081452694384815
10680,m_0_2_conteo_personas_300m,LISTA_19_HOMBRES_300m,0.8079882420904029
16612,LISTA_35_39_MUJERES_300m,LISTA_55_59_HOMBRES_300m,0.807900918924854
31393,velocidad_promedio,velocidad_hora_3,0.8078656946853747
10682,m_0_2_conteo_personas_300m,LISTA_20_24_HOMBRES_300m,0.8077964252349527
11926,m_25_29_conteo_personas_300m,LISTA_HOMBRES_300m,0.8077143124603898
9249,h_12_14_conteo_personas_300m,PADRON_300m,0.8077080158705879
18864,LISTA_65_Y_MAS_HOMBRES_300m,LISTA_300m,0.8076084445488253
9052,h_6_11_conteo_personas_300m,LISTA_25_29_HOMBRES_300m,0.8075843354983341
14168,PADRON_300m,LISTA_65_Y_MAS_HOMBRES_300m,0.8071766054740749
9276,h_12_14_conteo_personas_300m,LISTA_300m,0.8071407861955398
19890,desocupados_conteo_personas_300m,asalariados_conteo_personas_300m,0.8068999707654047
9860,h_25_29_conteo_personas_300m,PADRON_MUJERES_300m,0.8064359925451203
8854,h_3_5_conteo_personas_300m,LISTA_40_44_HOMBRES_300m,0.80643399960534
10500,h_60_mas_conteo_personas_300m,LISTA_300m,0.806422256273781
10473,h_60_mas_conteo_personas_300m,PADRON_300m,0.8064116266398924
31797,autos_hora_1,autos_hora_23,0.8063819761274201
18465,LISTA_60_64_HOMBRES_300m,pnea_conteo_personas_300m,0.8061536026122789
9887,h_25_29_conteo_personas_300m,LISTA_MUJERES_300m,0.8059728359781385
14367,LISTA_18_HOMBRES_300m,LISTA_50_54_MUJERES_300m,0.8059014222413553
19886,desocupados_conteo_personas_300m,ocupados_conteo_personas_300m,0.8058393137275414
18282,LISTA_55_59_MUJERES_300m,viviendas_300m,0.805801584904998
26869,flo_sem_cmas_300m,flo_ocu_300m,0.8057826099649156
12718,modelos_una_persona_conteo_hogares_300m,LISTA_18_HOMBRES_300m,0.8057667453102171
11296,m_12_14_conteo_personas_300m,LISTA_25_29_HOMBRES_300m,0.8056129615210026
11287,m_12_14_conteo_personas_300m,PADRON_HOMBRES_300m,0.805455311609268
16411,LISTA_35_39_HOMBRES_300m,LISTA_60_64_MUJERES_300m,0.8054179235434051
8646,h_0_2_conteo_personas_300m,LISTA_30_34_HOMBRES_300m,0.8054039139522008
21731,gasto_promedio_300m,gasto_total_300m,0.8051164849093199
18260,LISTA_55_59_MUJERES_300m,pea_conteo_personas_300m,0.8050586044531433
32597,autos_hora_5,autos_hora_7,0.805058230047657
11901,m_25_29_conteo_personas_300m,PADRON_300m,0.8049339191618353
10688,m_0_2_conteo_personas_300m,LISTA_35_39_HOMBRES_300m,0.8048907725114473
12326,m_50_59_conteo_personas_300m,LISTA_50_54_HOMBRES_300m,0.8048067692763476
8855,h_3_5_conteo_personas_300m,LISTA_40_44_MUJERES_300m,0.8047829973104291
11314,m_12_14_conteo_personas_300m,LISTA_HOMBRES_300m,0.8047779454922586
10274,h_50_59_conteo_personas_300m,LISTA_20_24_HOMBRES_300m,0.8047161200575299
14563,LISTA_18_MUJERES_300m,LISTA_30_34_MUJERES_300m,0.8045191846665405
11928,m_25_29_conteo_personas_300m,LISTA_300m,0.8043892432730835
18254,LISTA_55_59_MUJERES_300m,ocupados_conteo_personas_300m,0.8042849377776501
10261,h_50_59_conteo_personas_300m,m_60_mas_conteo_personas_300m,0.8040503600472794
9042,h_6_11_conteo_personas_300m,modelos_hog_no_fam_conteo_hogares_300m,0.8037331176181339
10894,m_3_5_conteo_personas_300m,LISTA_40_44_HOMBRES_300m,0.8034119960839051
9462,h_15_17_conteo_personas_300m,LISTA_30_34_HOMBRES_300m,0.8032615819618195
18258,LISTA_55_59_MUJERES_300m,asalariados_conteo_personas_300m,0.8031927678071444
12133,m_30_49_conteo_personas_300m,desocupados_conteo_personas_300m,0.803188216992839
13357,modelos_hog_fam_conteo_hogares_300m,desocupados_conteo_personas_300m,0.8029464966038058
32188,autos_hora_3,autos_hora_6,0.8026243539847779
9258,h_12_14_conteo_personas_300m,LISTA_30_34_HOMBRES_300m,0.8024827802639262
26464,flo_sem_ab_300m,flo_sem_15a29_300m,0.8024593594864583
10686,m_0_2_conteo_personas_300m,LISTA_30_34_HOMBRES_300m,0.8022769284190984
12124,m_30_49_conteo_personas_300m,LISTA_55_59_HOMBRES_300m,0.8022656480856803
35264,autos_hora_18,autos_hora_22,0.8020633613850634
28501,flo_finde_cmas_300m,flo_ocu_300m,0.8019314189119423
19914,desocupados_conteo_personas_300m,viviendas_300m,0.8018492348975751
30342,flo_sem_15a29_300m,flo_sem_45a64_300m,0.8018295593258649
30341,flo_sem_15a29_300m,flo_sem_30a44_300m,0.8018224762923255
19887,desocupados_conteo_personas_300m,estudiantes_conteo_personas_300m,0.8015522759081639
18283,LISTA_55_59_MUJERES_300m,POBTOT_300m,0.8012639853575823
35060,autos_hora_17,autos_hora_22,0.8012322988990371
12719,modelos_una_persona_conteo_hogares_300m,LISTA_18_MUJERES_300m,0.8011089313730728
35262,autos_hora_18,autos_hora_20,0.8010952416186685
9248,h_12_14_conteo_personas_300m,PADRON_MUJERES_300m,0.8010914875310808
9868,h_25_29_conteo_personas_300m,LISTA_25_29_HOMBRES_300m,0.8010106742412973
28298,flo_finde_c_300m,flo_otros_300m,0.8006391435889528
11289,m_12_14_conteo_personas_300m,PADRON_300m,0.8005890595731631
9275,h_12_14_conteo_personas_300m,LISTA_MUJERES_300m,0.800564602621559
28297,flo_finde_c_300m,flo_ocu_300m,0.800358715108974
9672,h_18_24_conteo_personas_300m,LISTA_45_49_HOMBRES_300m,0.8003369620387143
13534,modelos_hog_no_fam_conteo_hogares_300m,LISTA_18_HOMBRES_300m,0.8002362892457434
11900,m_25_29_conteo_personas_300m,PADRON_MUJERES_300m,0.8000784060789259
18255,LISTA_55_59_MUJERES_300m,estudiantes_conteo_personas_300m,0.8000724227041639
18669,LISTA_60_64_MUJERES_300m,pnea_conteo_personas_300m,0.8000625010607776
10895,m_3_5_conteo_personas_300m,LISTA_40_44_MUJERES_300m,0.8000563277327718
8849,h_3_5_conteo_personas_300m,LISTA_25_29_MUJERES_300m,0.7999867936359831
11316,m_12_14_conteo_personas_300m,LISTA_300m,0.7999502693443886
10498,h_60_mas_conteo_personas_300m,LISTA_HOMBRES_300m,0.7996153957536937
10471,h_60_mas_conteo_personas_300m,PADRON_HOMBRES_300m,0.7995995078878324
11927,m_25_29_conteo_personas_300m,LISTA_MUJERES_300m,0.7995313399486849
14571,LISTA_18_MUJERES_300m,LISTA_50_54_MUJERES_300m,0.7994496252735159
13153,modelos_tres_mas_conteo_hogares_300m,desocupados_conteo_personas_300m,0.7991784647903154
11083,m_6_11_conteo_personas_300m,PADRON_HOMBRES_300m,0.7989643189066481
13553,modelos_hog_no_fam_conteo_hogares_300m,LISTA_55_59_MUJERES_300m,0.7987582049172962
18862,LISTA_65_Y_MAS_HOMBRES_300m,LISTA_HOMBRES_300m,0.798729498096917
9869,h_25_29_conteo_personas_300m,LISTA_25_29_MUJERES_300m,0.7982553335179126
13760,PADRON_HOMBRES_300m,LISTA_65_Y_MAS_HOMBRES_300m,0.7982416923650049
14358,LISTA_18_HOMBRES_300m,LISTA_30_34_HOMBRES_300m,0.7982129370645711
13535,modelos_hog_no_fam_conteo_hogares_300m,LISTA_18_MUJERES_300m,0.798117575503867
11110,m_6_11_conteo_personas_300m,LISTA_HOMBRES_300m,0.7981096867991332
31591,autos_hora_0,autos_hora_21,0.797972355201223
11725,m_18_24_conteo_personas_300m,desocupados_conteo_personas_300m,0.7979459226210378
12737,modelos_una_persona_conteo_hogares_300m,LISTA_55_59_MUJERES_300m,0.7977238934420664
9685,h_18_24_conteo_personas_300m,desocupados_conteo_personas_300m,0.7976636461494029
9043,h_6_11_conteo_personas_300m,PADRON_HOMBRES_300m,0.7971820379391722
13348,modelos_hog_fam_conteo_hogares_300m,LISTA_55_59_HOMBRES_300m,0.7970431325776802
18249,LISTA_55_59_MUJERES_300m,LISTA_65_Y_MAS_MUJERES_300m,0.7968321633728317
12539,m_60_mas_conteo_personas_300m,LISTA_MUJERES_300m,0.7965023211349964
12512,m_60_mas_conteo_personas_300m,PADRON_MUJERES_300m,0.7964929282891062
11712,m_18_24_conteo_personas_300m,LISTA_45_49_HOMBRES_300m,0.7964111769588771
9070,h_6_11_conteo_personas_300m,LISTA_HOMBRES_300m,0.796340158777895
10889,m_3_5_conteo_personas_300m,LISTA_25_29_MUJERES_300m,0.7963123345344846
12736,modelos_una_persona_conteo_hogares_300m,LISTA_55_59_HOMBRES_300m,0.7963093533577181
8631,h_0_2_conteo_personas_300m,modelos_dos_personas_conteo_hogares_300m,0.796140442189959
13552,modelos_hog_no_fam_conteo_hogares_300m,LISTA_55_59_HOMBRES_300m,0.7959544088562068
31778,autos_hora_1,autos_hora_4,0.7958349109449689
11298,m_12_14_conteo_personas_300m,LISTA_30_34_HOMBRES_300m,0.7954155487075527
8848,h_3_5_conteo_personas_300m,LISTA_25_29_HOMBRES_300m,0.795180287805643
19067,LISTA_65_Y_MAS_MUJERES_300m,LISTA_MUJERES_300m,0.7951247545017552
26454,flo_sem_ab_300m,flo_finde_c_300m,0.7950718932761274
28706,flo_finde_cmen_300m,flo_otros_300m,0.7949546168407506
28914,flo_finde_d_300m,flo_sem_45a64_300m,0.7948923204601955
13965,PADRON_MUJERES_300m,LISTA_65_Y_MAS_MUJERES_300m,0.7947977599674553
10505,h_60_mas_conteo_personas_300m,pensionados_conteo_personas_300m,0.7946808334518841
11288,m_12_14_conteo_personas_300m,PADRON_MUJERES_300m,0.7942692917261891
31390,velocidad_promedio,velocidad_hora_0,0.7940878758684778
28705,flo_finde_cmen_300m,flo_ocu_300m,0.7936739601293206
11315,m_12_14_conteo_personas_300m,LISTA_MUJERES_300m,0.7936656036812423
10888,m_3_5_conteo_personas_300m,LISTA_25_29_HOMBRES_300m,0.7936109368062285
11085,m_6_11_conteo_personas_300m,PADRON_300m,0.7935901347017681
13349,modelos_hog_fam_conteo_hogares_300m,LISTA_55_59_MUJERES_300m,0.7934689713108871
31413,velocidad_promedio,velocidad_hora_23,0.7929591135963356
11525,m_15_17_conteo_personas_300m,pensionados_conteo_personas_300m,0.792921925585091
11112,m_6_11_conteo_personas_300m,LISTA_300m,0.7927976313749265
34236,autos_hora_13,autos_hora_14,0.7927251009737115
10671,m_0_2_conteo_personas_300m,modelos_dos_personas_conteo_hogares_300m,0.7925943538255207
11698,m_18_24_conteo_personas_300m,LISTA_18_HOMBRES_300m,0.7921703780909289
27277,flo_sem_d_300m,flo_ocu_300m,0.7921439365389452
11510,m_15_17_conteo_personas_300m,LISTA_50_54_HOMBRES_300m,0.7920164364419194
31410,velocidad_promedio,velocidad_hora_20,0.7919868040356359
28913,flo_finde_d_300m,flo_sem_30a44_300m,0.7916709937721964
9893,h_25_29_conteo_personas_300m,pensionados_conteo_personas_300m,0.7916334832587831
9045,h_6_11_conteo_personas_300m,PADRON_300m,0.7911827568766819
18045,LISTA_55_59_HOMBRES_300m,LISTA_65_Y_MAS_MUJERES_300m,0.7911565919135858
10292,h_50_59_conteo_personas_300m,LISTA_65_Y_MAS_HOMBRES_300m,0.7907777071933224
12125,m_30_49_conteo_personas_300m,LISTA_55_59_MUJERES_300m,0.7907342471533422
8645,h_0_2_conteo_personas_300m,LISTA_25_29_MUJERES_300m,0.7905858863733047
9072,h_6_11_conteo_personas_300m,LISTA_300m,0.7904058860553828
10494,h_60_mas_conteo_personas_300m,LISTA_60_64_HOMBRES_300m,0.7902272110487496
31403,velocidad_promedio,velocidad_hora_13,0.7901783803400972
17225,LISTA_45_49_HOMBRES_300m,LISTA_55_59_MUJERES_300m,0.7900990464660949
28498,flo_finde_cmas_300m,flo_finde_dmas_300m,0.7900443613720058
31404,velocidad_promedio,velocidad_hora_14,0.7900355405741939
9862,h_25_29_conteo_personas_300m,LISTA_18_HOMBRES_300m,0.7900292519787783
14562,LISTA_18_MUJERES_300m,LISTA_30_34_HOMBRES_300m,0.7896998648271599
9678,h_18_24_conteo_personas_300m,LISTA_60_64_HOMBRES_300m,0.789519430490994
11909,m_25_29_conteo_personas_300m,LISTA_25_29_MUJERES_300m,0.7895129941144103
31412,velocidad_promedio,velocidad_hora_22,0.7893737247116637
8644,h_0_2_conteo_personas_300m,LISTA_25_29_HOMBRES_300m,0.7891810046307648
8651,h_0_2_conteo_personas_300m,LISTA_40_44_MUJERES_300m,0.7891663607790442
8650,h_0_2_conteo_personas_300m,LISTA_40_44_HOMBRES_300m,0.7890677247059198
31402,velocidad_promedio,velocidad_hora_12,0.7889203089507763
34647,autos_hora_15,autos_hora_17,0.7889035738127089
11908,m_25_29_conteo_personas_300m,LISTA_25_29_HOMBRES_300m,0.7887248334887099
28096,flo_finde_ab_300m,flo_sem_15a29_300m,0.7883992243224102
12540,m_60_mas_conteo_personas_300m,LISTA_300m,0.7883817525249304
12513,m_60_mas_conteo_personas_300m,PADRON_300m,0.7883521830390089
26452,flo_sem_ab_300m,flo_finde_tot_300m,0.7881751758737188
35265,autos_hora_18,autos_hora_23,0.7880212206076059
28708,flo_finde_cmen_300m,flo_sem_15a29_300m,0.7874181149595816
9470,h_15_17_conteo_personas_300m,LISTA_50_54_HOMBRES_300m,0.7869462467609829
11084,m_6_11_conteo_personas_300m,PADRON_MUJERES_300m,0.7867996380177941
34854,autos_hora_16,autos_hora_20,0.7867250455252661
10685,m_0_2_conteo_personas_300m,LISTA_25_29_MUJERES_300m,0.7866114522024312
31396,velocidad_promedio,velocidad_hora_6,0.7862030179458428
11111,m_6_11_conteo_personas_300m,LISTA_MUJERES_300m,0.786064986717683
35061,autos_hora_17,autos_hora_23,0.785721153504493
35469,autos_hora_19,autos_hora_23,0.7856255264129156
31408,velocidad_promedio,velocidad_hora_18,0.7855521524272557
21946,gasto_total_300m,ingreso_promedio_300m,0.7855113204809024
19068,LISTA_65_Y_MAS_MUJERES_300m,LISTA_300m,0.7851483912443099
14169,PADRON_300m,LISTA_65_Y_MAS_MUJERES_300m,0.7847643001956461
10684,m_0_2_conteo_personas_300m,LISTA_25_29_HOMBRES_300m,0.7844244694903029
12315,m_50_59_conteo_personas_300m,LISTA_20_24_MUJERES_300m,0.7843881519340629
9485,h_15_17_conteo_personas_300m,pensionados_conteo_personas_300m,0.7843377785944099
10509,h_60_mas_conteo_personas_300m,pnea_conteo_personas_300m,0.7840561960314045
11699,m_18_24_conteo_personas_300m,LISTA_18_MUJERES_300m,0.7839824154729683
15390,LISTA_20_24_MUJERES_300m,LISTA_60_64_HOMBRES_300m,0.7839427797588837
10093,h_30_49_conteo_personas_300m,desocupados_conteo_personas_300m,0.7838881916593712
9044,h_6_11_conteo_personas_300m,PADRON_MUJERES_300m,0.7838000023724307
31395,velocidad_promedio,velocidad_hora_5,0.7837294585841259
14980,LISTA_19_MUJERES_300m,LISTA_55_59_HOMBRES_300m,0.7833334132445422
16614,LISTA_35_39_MUJERES_300m,LISTA_60_64_HOMBRES_300m,0.7833219134725834
31407,velocidad_promedio,velocidad_hora_17,0.7833116847251284
9071,h_6_11_conteo_personas_300m,LISTA_MUJERES_300m,0.7830835870649002
11916,m_25_29_conteo_personas_300m,LISTA_45_49_HOMBRES_300m,0.7830778718338088
31796,autos_hora_1,autos_hora_22,0.783051565511055
14776,LISTA_19_HOMBRES_300m,LISTA_55_59_HOMBRES_300m,0.7826040887554233
34649,autos_hora_15,autos_hora_19,0.7825069478750801
8834,h_3_5_conteo_personas_300m,modelos_una_persona_conteo_hogares_300m,0.7824148429522166
27065,flo_sem_cmen_300m,flo_finde_ab_300m,0.7824047356812777
9658,h_18_24_conteo_personas_300m,LISTA_18_HOMBRES_300m,0.782116599482712
12534,m_60_mas_conteo_personas_300m,LISTA_60_64_HOMBRES_300m,0.7819922902797034
12096,m_30_49_conteo_personas_300m,m_50_59_conteo_personas_300m,0.781785610984674
13144,modelos_tres_mas_conteo_hogares_300m,LISTA_55_59_HOMBRES_300m,0.7815025948552642
17020,LISTA_40_44_MUJERES_300m,LISTA_55_59_HOMBRES_300m,0.7814585521301559
26870,flo_sem_cmas_300m,flo_otros_300m,0.7813347057506076
31391,velocidad_promedio,velocidad_hora_1,0.7813235206955124
26448,flo_sem_ab_300m,flo_sem_cmen_300m,0.7812480208163982
29523,flo_est_300m,flo_sem_0a14_300m,0.7810719451178884
16615,LISTA_35_39_MUJERES_300m,LISTA_60_64_MUJERES_300m,0.7805508553651048
10691,m_0_2_conteo_personas_300m,LISTA_40_44_MUJERES_300m,0.7794517162429124
15186,LISTA_20_24_HOMBRES_300m,LISTA_60_64_HOMBRES_300m,0.7793363592214074
11917,m_25_29_conteo_personas_300m,LISTA_45_49_MUJERES_300m,0.7791489454609096
34442,autos_hora_14,autos_hora_16,0.7791004067961961
16816,LISTA_40_44_HOMBRES_300m,LISTA_55_59_HOMBRES_300m,0.7790217601367365
11521,m_15_17_conteo_personas_300m,desocupados_conteo_personas_300m,0.7789635427781898
34648,autos_hora_15,autos_hora_18,0.7785792471748264
8838,h_3_5_conteo_personas_300m,modelos_hog_no_fam_conteo_hogares_300m,0.7785161656798121
10690,m_0_2_conteo_personas_300m,LISTA_40_44_HOMBRES_300m,0.7782906071654514
12538,m_60_mas_conteo_personas_300m,LISTA_HOMBRES_300m,0.7781616688133888
12511,m_60_mas_conteo_personas_300m,PADRON_HOMBRES_300m,0.7781111674533534
27280,flo_sem_d_300m,flo_sem_15a29_300m,0.7775173783405733
11101,m_6_11_conteo_personas_300m,LISTA_45_49_MUJERES_300m,0.7774796043872595
10874,m_3_5_conteo_personas_300m,modelos_una_persona_conteo_hogares_300m,0.7773482469914516
13145,modelos_tres_mas_conteo_hogares_300m,LISTA_55_59_MUJERES_300m,0.7773392357075807
12314,m_50_59_conteo_personas_300m,LISTA_20_24_HOMBRES_300m,0.7764432479463387
11511,m_15_17_conteo_personas_300m,LISTA_50_54_MUJERES_300m,0.7763294366652328
10282,h_50_59_conteo_personas_300m,LISTA_40_44_HOMBRES_300m,0.7762660049327659
9061,h_6_11_conteo_personas_300m,LISTA_45_49_MUJERES_300m,0.7758564934011455
31589,autos_hora_0,autos_hora_19,0.7755540521586296
12322,m_50_59_conteo_personas_300m,LISTA_40_44_HOMBRES_300m,0.7755471578496428
9863,h_25_29_conteo_personas_300m,LISTA_18_MUJERES_300m,0.7753871844642009
9060,h_6_11_conteo_personas_300m,LISTA_45_49_HOMBRES_300m,0.7752323563263205
15193,LISTA_20_24_HOMBRES_300m,desocupados_conteo_personas_300m,0.7751410533152824
29113,flo_finde_dmas_300m,flo_ocu_300m,0.7748629666766353
11100,m_6_11_conteo_personas_300m,LISTA_45_49_HOMBRES_300m,0.7747013509263331
15397,LISTA_20_24_MUJERES_300m,desocupados_conteo_personas_300m,0.7744782307778347
9481,h_15_17_conteo_personas_300m,desocupados_conteo_personas_300m,0.7744027677161377
