,Variable1,Variable2,Correlation
29115,flo_finde_dmas_300m,flo_sem_0a14_300m,0.7028874046882209
39978,velocidad_hora_17,velocidad_hora_20,0.7027182113720786
10508,h_60_mas_conteo_personas_300m,pea_conteo_personas_300m,0.702686977538515
14778,LISTA_19_HOMBRES_300m,LISTA_60_64_HOMBRES_300m,0.7026038271229187
32805,autos_hora_6,autos_hora_11,0.7025763693748845
14573,LISTA_18_MUJERES_300m,LISTA_55_59_MUJERES_300m,0.7025410977097564
12510,m_60_mas_conteo_personas_300m,modelos_hog_no_fam_conteo_hogares_300m,0.702108293484778
10502,h_60_mas_conteo_personas_300m,ocupados_conteo_personas_300m,0.7020231063660084
9230,h_12_14_conteo_personas_300m,h_50_59_conteo_personas_300m,0.7017371606586101
9063,h_6_11_conteo_personas_300m,LISTA_50_54_MUJERES_300m,0.7016718378681213
12524,m_60_mas_conteo_personas_300m,LISTA_35_39_HOMBRES_300m,0.7015408816267725
16219,LISTA_30_34_MUJERES_300m,no_remunerados_conteo_personas_300m,0.701215707030974
11892,m_25_29_conteo_personas_300m,m_50_59_conteo_personas_300m,0.7011262461380627
12523,m_60_mas_conteo_personas_300m,LISTA_30_34_MUJERES_300m,0.7006696752676206
11919,m_25_29_conteo_personas_300m,LISTA_50_54_MUJERES_300m,0.7003371553309169
14982,LISTA_19_MUJERES_300m,LISTA_60_64_HOMBRES_300m,0.7001306805177067
