,CustomerId,KMEANS_AGG,KMEANS_AGG_PCA,KMEANS_AGG_MCA,KMEANS_AGG_UMAP
1429,510323385,3,0,3,1
1430,510323796,3,0,0,1
1431,510325061,3,0,1,1
1432,510325605,1,3,4,0
1433,510326299,3,0,1,4
1434,510327468,1,3,2,3
1435,510328541,0,1,1,4
1436,510331030,0,1,3,4
1437,510331758,1,3,4,0
1438,510332198,3,0,3,1
1439,510334984,3,0,3,1
1440,510335435,1,3,0,3
1441,510338363,1,3,3,3
1442,510338375,0,1,3,4
1443,510338964,1,3,3,3
1444,510339030,3,0,3,1
1445,510339522,3,0,3,1
1446,510340053,1,3,0,0
1447,510341080,4,2,1,2
1448,510342081,3,0,1,1
1449,510342449,1,3,1,0
1450,510342496,1,3,0,3
1451,510343615,0,1,3,4
1452,510344277,3,0,3,1
1453,510344840,0,1,1,4
1454,510344887,2,4,3,2
1455,510345702,1,3,1,3
1456,510346077,3,0,3,1
1457,510346391,3,0,0,4
1458,510348399,1,3,4,0
1459,510348710,1,3,2,0
1460,510349226,1,3,3,3
1461,510349967,0,1,3,4
1462,510351534,1,3,0,3
1463,510351955,1,3,0,3
1464,510352181,3,0,0,1
1465,510352198,1,3,0,0
1466,510352227,2,4,1,2
1467,510353548,2,4,1,2
1468,510354858,3,0,3,1
1469,510356047,2,4,1,2
1470,510358374,3,0,1,1
1471,510360733,3,0,3,1
1472,510362428,1,3,0,3
1473,510362602,3,0,3,1
1474,510363052,3,0,1,1
1475,510366989,1,3,0,3
1476,510366992,1,3,1,3
1477,510369481,1,3,2,3
1478,510371258,1,3,2,0
1479,510372088,1,3,0,3
1480,510372236,2,4,3,2
1481,510372725,3,0,0,4
1482,510372802,1,3,0,3
1483,510374684,1,3,0,3
1484,510374926,1,3,2,0
1485,510375196,2,4,3,2
1486,510375729,1,3,0,3
1487,510376915,2,4,1,2
1488,510378012,2,4,1,2
1489,510378378,0,1,1,4
1490,510378526,4,2,1,2
1491,510382569,0,1,3,4
1492,510382917,3,0,1,1
1493,510382938,1,3,2,3
1494,510383926,1,3,3,0
1495,510384149,3,0,1,1
1496,510384788,3,0,0,1
1497,510385645,2,4,1,2
1498,510386244,3,0,1,4
1499,510386508,3,0,3,3
1500,510388461,0,1,1,4
1501,510389406,0,1,3,4
1502,510391649,3,0,0,1
1503,510392875,3,0,1,1
1504,510394943,1,3,3,0
1505,510395527,2,4,1,2
1506,510396439,1,3,1,3
1507,510398171,1,3,1,3
1508,510398613,3,0,1,1
1509,510400941,3,0,3,1
1510,510401637,3,0,1,1
1511,510401895,3,0,0,1
1512,510401943,1,3,2,0
1513,510402271,0,1,1,4
1514,510402988,1,3,3,3
1515,510403706,1,3,3,3
1516,510403718,2,4,1,2
1517,510406055,0,1,1,4
1518,510407135,0,1,1,4
1519,510407436,1,3,3,3
1520,510407644,3,0,3,1
1521,510408223,1,3,1,3
1522,510408657,1,3,4,0
1523,510408899,1,3,2,0
1524,510409384,3,0,3,1
1525,510409916,3,0,3,1
1526,510411891,3,0,3,1
1527,510413439,1,3,2,3
1528,510414369,3,0,3,1
1529,510416390,3,0,3,1
1530,510418204,1,3,2,3
1531,510419046,3,0,3,1
1532,510419210,1,3,2,3
1533,510419425,0,1,3,4
1534,510420050,1,3,0,3
1535,510422695,1,3,0,3
1536,510423098,0,1,3,4
1537,510423769,1,3,1,0
1538,510423886,0,1,1,4
1539,510424128,3,0,0,1
1540,510424219,1,3,0,3
1541,510424438,3,0,0,1
1542,510425280,3,0,3,1
1543,510427163,3,0,3,1
1544,510427258,1,3,4,0
1545,510427262,1,3,2,3
1546,510430451,3,0,0,1
1547,510432755,1,3,3,3
1548,510434360,0,1,3,4
1549,510435512,0,1,3,4
1550,510438332,1,3,2,3
1551,510438656,3,0,1,3
1552,510439930,0,1,1,4
1553,510440025,2,4,1,2
1554,510442228,3,0,3,1
1555,510442617,3,0,3,1
1556,510445852,1,3,1,3
1557,510446146,0,1,1,4
1558,510446864,3,0,3,1
1559,510446876,1,3,0,3
1560,510451897,1,3,3,3
1561,510452966,3,0,3,1
1562,510453366,1,3,0,0
1563,510453431,3,0,1,1
1564,510453740,1,3,0,3
1565,510453943,0,1,1,4
1566,510454997,1,3,0,3
1567,510457974,3,0,3,1
1568,510461141,3,0,1,1
1569,510462562,3,0,1,1
1570,510462615,3,0,3,1
1571,510463020,1,3,2,0
1572,510463768,1,3,2,0
1573,510464967,0,1,1,4
1574,510465554,3,0,0,3
1575,510465622,3,0,3,4
1576,510465668,0,1,1,4
1577,510466117,3,0,3,1
1578,510466172,2,4,1,2
1579,510467460,3,0,3,1
1580,510467928,0,1,1,4
1581,510468025,1,3,3,3
1582,510468149,3,0,3,1
1583,510468909,1,3,2,0
1584,510470626,1,3,2,0
1585,510474474,1,3,1,3
1586,510476043,1,3,0,3
1587,510476045,3,0,3,1
1588,510476923,2,4,1,2
1589,510477500,3,0,3,1
1590,510480565,0,1,1,4
1591,510482621,3,0,0,1
1592,510485604,1,3,3,3
1593,510489032,3,0,1,1
1594,510489429,3,0,3,1
1595,510489736,0,1,1,4
1596,510491480,0,1,1,4
1597,510492926,3,0,1,1
1598,510493958,1,3,0,3
